State,PriorBirthsNowDeceased,TobaccoUse,PrePregnancyDiabetes,PrePregnancyHypertension,Births,AverageMotherAge,AverageBirthWeight,AveragePrePregnancyBMI,AverageNumberPrenatalVisits,AverageIntervalSinceLastBirth,id
Texas,0,Unknown,Unknown,Unknown,33,27.39,2452.19,24.27,1.39,32.6,719
Texas,1,Yes,No,No,173,28.91,2932.03,26.28,9.27,57.23,720
Texas,1,No,Yes,Yes,11,36.91,2693.36,40.3,9.55,52.89,721
Texas,1,No,Yes,No,42,31.36,2975.29,32.3,12.22,57.37,722
Texas,1,No,No,Yes,77,32.83,2855.26,34.02,11.03,59.4,723
Texas,1,No,No,No,3366,30.16,3113.12,28.44,10.3,50.59,724
Texas,1,Unknown,No,No,13,31.08,3207.62,29.07,8.36,66.73,725
Texas,2,Yes,No,No,16,29.75,2806.81,26.69,7.5,51.27,726
Texas,2,No,No,Yes,14,34.71,2457.07,33.56,12,86.08,727
Texas,2,No,No,No,568,31.13,3132.18,27.98,10.08,51.18,728
Texas,3,No,No,No,180,32.29,3154.49,28.49,9.84,47.08,729
Texas,4,No,No,No,64,32.95,3088.39,26.96,10.16,61.8,730
Texas,5,No,No,No,34,31.97,3269.18,27.72,9.87,56.27,731
Texas,6,No,No,No,11,32.91,3311,29.45,11.36,47.64,732
Texas,9,No,No,No,12,32.17,3351.25,25.15,10.17,45,733
Texas,10,No,No,No,17,28.82,3169.65,28.66,8.76,50.94,734
Texas,Unknown,No,No,No,52,28.17,3183.22,28.48,8.18,NA,735
Texas,Unknown,Unknown,Unknown,Unknown,14,30.07,2716.85,23.4,0,NA,736
Utah,0,Yes,No,Yes,28,31.29,2836.39,33.18,10.31,62.14,737
Utah,0,Yes,No,No,1144,27.63,2985.98,26.81,9.68,58.47,738
Utah,0,No,Yes,Yes,23,35,2942.35,37.24,11.65,60.64,739
Utah,0,No,Yes,No,291,29.9,3358.95,30.38,12.45,54.55,740
Utah,0,No,No,Yes,647,31.12,2963.83,33.89,12.03,56.71,741
Utah,0,No,No,No,44068,28.65,3264.44,26.15,11.15,42.84,742
Utah,0,Unknown,No,No,232,27.27,2999.56,27.21,8.94,48.5,743
Utah,1,Yes,No,No,20,30.1,2899.15,30.16,7.26,40.37,744
Utah,1,No,No,No,307,30.57,3138.79,28.29,11.35,39.2,745
Utah,2,No,No,No,12,33.92,3260,26.96,10.08,53.27,746
Utah,Unknown,No,No,No,12,29.58,3144.75,27.15,4.6,35.2,747
Vermont,0,Yes,No,Yes,20,30.85,3058.55,34.33,13.45,62.85,748
Vermont,0,Yes,No,No,649,27.7,3049.9,28,11.85,55.52,749
Vermont,0,No,Yes,No,40,31.52,3699.65,32.08,13.8,56.04,750
Vermont,0,No,No,Yes,117,32.67,3066.95,35.02,13.34,55.48,751
Vermont,0,No,No,No,4385,30.17,3395.08,26.91,12.73,45.54,752
Vermont,0,Unknown,No,No,74,27.23,3197.41,28.55,11.41,40.81,753
Vermont,1,Yes,No,No,16,29.12,3148.06,28.48,12.44,41.27,754
Vermont,1,No,No,No,25,31.96,3520.08,29.5,12.75,45.18,755
Virginia,0,Yes,Yes,Yes,16,33.5,2842.25,41.42,16.69,101.27,756
Virginia,0,Yes,Yes,No,63,30.1,3074.24,33.07,10.53,61.98,757
Virginia,0,Yes,No,Yes,195,30.45,2883.43,32.72,11.01,65.74,758
Virginia,0,Yes,No,No,4664,27.88,3063.54,27.63,10.35,57.31,759
Virginia,0,No,Yes,Yes,169,32.91,3004.18,37.54,13.82,64.8,760
Virginia,0,No,Yes,No,784,31.31,3283.57,32.02,13.53,65.67,761
Virginia,0,No,No,Yes,1864,30.99,3017.84,33.74,12.46,63.45,762
Virginia,0,No,No,No,88217,29.61,3284.94,27.19,11.63,50.27,763
Virginia,0,Unknown,No,No,44,26.82,3194.02,27.27,7.79,53.16,764
Virginia,1,Yes,No,No,123,29.8,2932.88,29.72,9.25,52.12,765
Virginia,1,No,Yes,No,22,32.23,3289.27,31.28,14.91,46.38,766
Virginia,1,No,No,Yes,41,33.2,2604.24,33.77,12.02,58.58,767
Virginia,1,No,No,No,878,30.53,3093.07,29.13,12.07,48.07,768
Virginia,2,Yes,No,No,15,28.8,2881.4,33.66,8.27,52.27,769
Virginia,2,No,No,No,129,32,3196.13,29.12,11.91,48.84,770
Virginia,3,No,No,No,30,33.2,2767.67,26.67,11.26,51.04,771
Virginia,Unknown,No,No,No,88,30.89,3513.72,24.86,10.29,37.06,772
Washington,0,Yes,Yes,No,36,31.22,3155.53,31.56,11.31,69.32,773
Washington,0,Yes,No,Yes,103,31.25,3020.05,33.99,11.59,59.1,774
Washington,0,Yes,No,No,4156,27.78,3149.49,27.34,9.41,57.58,775
Washington,0,No,Yes,Yes,106,33.83,3183.28,38.59,13.4,71.02,776
Washington,0,No,Yes,No,653,31.88,3351.36,31.24,13.74,62.17,777
Washington,0,No,No,Yes,1512,31.76,3068.02,33.04,12.25,60.42,778
Washington,0,No,No,No,74529,29.79,3355.63,26.68,11.04,47.33,779
Washington,0,No,Unknown,Unknown,16,25.75,3357.44,26.78,11.15,48.5,780
Washington,0,Unknown,Yes,No,10,31,3676.3,29.78,9.67,43.2,781
Washington,0,Unknown,No,Yes,38,30.71,2945.51,36.95,9.64,63.29,782
Washington,0,Unknown,No,No,1436,29.17,3271.42,27.4,9.64,53.32,783
Washington,1,Yes,No,No,65,29.54,3077.62,28.67,9,51.41,784
Washington,1,No,Yes,No,12,34.75,3285.25,34.12,15.4,57.25,785
Washington,1,No,No,Yes,22,31.59,2953.09,32.32,14.1,62.31,786
Washington,1,No,No,No,554,31.62,3255.8,28.35,11.11,46.92,787
Washington,1,Unknown,No,No,25,30,3176.88,29.82,7.38,42.82,788
Washington,2,No,No,No,75,32.53,3244.09,28.27,10.92,43.06,789
Washington,3,No,No,No,21,32.52,3392.14,25.96,13.12,42.92,790
Washington,Unknown,Yes,No,No,102,28.19,3014.71,25.23,6.55,52.89,791
Washington,Unknown,No,Yes,No,17,29.76,3564.24,26.15,13.5,54.2,792
Washington,Unknown,No,No,Yes,20,31.9,2997.1,30.64,10.46,41.7,793
Washington,Unknown,No,No,No,1180,30.09,3329.38,25.91,11.46,39.69,794
Washington,Unknown,Unknown,No,No,130,29.04,3254.46,24.49,9.26,49.67,795
West Virginia,0,Yes,Yes,Yes,17,31.18,2561.41,41.1,13.53,47,796
West Virginia,0,Yes,Yes,No,41,29.9,3105.29,32.56,13,68.21,797
West Virginia,0,Yes,No,Yes,116,29.55,2838.91,33.84,10.58,67.96,798
West Virginia,0,Yes,No,No,3867,26.71,3018.92,26.75,10.03,53.91,799
West Virginia,0,Yes,Unknown,Unknown,18,26.61,2819.06,24.55,6.72,31.55,800
West Virginia,0,No,Yes,Yes,42,32.12,3011.24,39.77,13.48,65.2,801
West Virginia,0,No,Yes,No,154,28.82,3333.88,34.85,14.41,56.62,802
West Virginia,0,No,No,Yes,440,29.9,3085.11,35.37,12.53,59.06,803
West Virginia,0,No,No,No,13075,27.18,3292.37,28.34,11.91,47,804
West Virginia,0,No,Unknown,Unknown,65,25.14,3117.46,26.12,10.08,47.43,805
West Virginia,0,Unknown,No,No,28,25.36,3048.89,28.81,12.56,34.6,806
West Virginia,1,Yes,No,No,72,28.61,2843.06,27.66,10.17,45.95,807
West Virginia,1,No,No,No,117,28.89,3074.56,29.69,12.07,46.8,808
West Virginia,Unknown,Yes,No,No,12,28.75,2519.83,23.73,4.25,24,809
West Virginia,Unknown,No,No,No,16,27.44,2950.56,28.39,9.64,53.86,810
Wisconsin,0,Yes,Yes,Yes,23,32.7,2929.48,38.24,12.91,93.94,811
Wisconsin,0,Yes,Yes,No,56,30.86,3348.91,32.6,12.74,57.51,812
Wisconsin,0,Yes,No,Yes,157,32.15,2666.19,33.49,10.35,78.13,813
Wisconsin,0,Yes,No,No,5146,28.14,3105.96,28.6,10.75,55.73,814
Wisconsin,0,Yes,Unknown,Unknown,24,28.67,2690.08,29.11,5.4,61.92,815
Wisconsin,0,No,Yes,Yes,121,33.73,2936.4,38.22,12.91,77,816
Wisconsin,0,No,Yes,No,517,30.83,3438.47,33.83,14.39,56.59,817
Wisconsin,0,No,No,Yes,1255,31.27,3038.51,35.03,12.91,55.36,818
Wisconsin,0,No,No,No,54310,29.22,3339.05,27.67,11.96,43.78,819
Wisconsin,0,No,Unknown,Unknown,170,29.69,3368.31,27.49,13.06,38.39,820
Wisconsin,0,Unknown,No,Yes,19,32.79,2577,31.84,11.35,74.33,821
Wisconsin,0,Unknown,No,No,440,28.04,3157.84,28.76,10.42,46.39,822
Wisconsin,1,Yes,No,Yes,10,34.9,2610.1,36.92,8.56,55.89,823
Wisconsin,1,Yes,No,No,117,29.85,3038.15,28.94,10.69,48.03,824
Wisconsin,1,No,Yes,Yes,10,35.8,2751.7,39.88,13.11,57.78,825
Wisconsin,1,No,Yes,No,11,32.18,3261.27,33.92,12.7,60.55,826
Wisconsin,1,No,No,Yes,26,33.46,2788.73,36.69,13.08,59.82,827
Wisconsin,1,No,No,No,569,30.79,3240.77,29.03,11.53,43.69,828
Wisconsin,2,No,No,No,50,31.3,3114.78,28.22,10.33,40.64,829
Wisconsin,3,No,No,No,10,33,3154.2,29.6,9.7,44.3,830
Wisconsin,Unknown,Yes,No,No,13,27,3001.77,28.06,11.31,74.25,831
Wisconsin,Unknown,No,No,No,155,28.44,3363.15,28.12,11.16,50.49,832
Wyoming,0,Yes,Yes,No,12,27.17,2722.08,34.49,11,18,833
Wyoming,0,Yes,No,Yes,11,30.64,3035.45,33.08,9.1,67.29,834
Wyoming,0,Yes,No,No,807,26.31,3021.05,26.45,9.97,51.15,835
Wyoming,0,No,Yes,No,38,30.74,3492.79,31.73,12.79,49.82,836
Wyoming,0,No,No,Yes,44,31.32,2921.82,33.93,11.57,53.03,837
Wyoming,0,No,No,No,5255,28.32,3188.77,26.46,10.66,44.47,838
Wyoming,0,Unknown,No,No,287,27.66,3135.41,26.76,10.02,47.33,839
Wyoming,1,Yes,No,No,20,26.8,2780.2,25.78,8.3,45.8,840
Wyoming,1,No,No,No,45,29.16,3020.36,27.4,10.32,42.55,841
Wyoming,2,No,No,No,10,31.8,3407.6,30.08,10.6,38,842
