county,date,cases,cases_avg_new,cases_cume,cases_rate,cases_avg_new_rate,cases_cume_rate,deaths,deaths_avg_new,deaths_cume,population,deaths_rate,deaths_avg_new_rate,deaths_cume_rate,longitude,latitude
Columbia,2020-07-21T00:00:00Z,2,2.1,441,3.1,3.3,678.8,0,0,35,64964,0,0,53.88,-76.4100218,41.04912086
Crawford,2020-07-21T00:00:00Z,1,1.7,114,1.2,2,134.7,0,0,1,84629,0,0,1.18,-80.11321083,41.68546907
Fayette,2020-07-21T00:00:00Z,12,11,292,9.3,8.5,225.9,0,0,4,129274,0,0,3.09,-79.65189635,39.9194478
Berks,2020-07-21T00:00:00Z,21,22.4,4889,5,5.3,1160.8,0,0.4,368,421164,0,0.1,87.38,-75.93077327,40.41939635
Clinton,2020-07-21T00:00:00Z,1,0.6,104,2.6,1.5,269.2,0,0,5,38632,0,0,12.94,-77.642837599999993,41.23286274
Delaware,2020-07-21T00:00:00Z,51,50.6,7919,9,8.9,1397.3,1,0.7,705,566747,0.18,0.13,124.39,-75.40627712,39.91657867
Butler,2020-07-21T00:00:00Z,8,10.1,502,4.3,5.4,267.2,0,0,14,187853,0,0,7.45,-79.91711779,40.91083185
Clarion,2020-07-21T00:00:00Z,2,0.6,70,5.2,1.5,182.1,0,0,2,38438,0,0,5.2,-79.42483608,41.19279129
Dauphin,2020-07-21T00:00:00Z,17,19.6,2448,6.1,7,879.6,0,0.3,156,278299,0,0.1,56.05,-76.77960568,40.41974636
Allegheny,2020-07-21T00:00:00Z,110,156,6663,9,12.8,547.9,0,1.7,225,1216045,0,0.14,18.5,-79.98619843,40.46735543
Blair,2020-07-21T00:00:00Z,9,6.6,152,7.4,5.4,124.8,1,0.1,2,121829,0.82,0.12,1.64,-78.34907687,40.48555024
Bradford,2020-07-21T00:00:00Z,1,1.1,68,1.7,1.9,112.7,0,0,3,60323,0,0,4.97,-76.51825624,41.79117814
Chester,2020-07-21T00:00:00Z,38,43.3,4320,7.2,8.2,822.9,1,0.6,348,524989,0.19,0.11,66.29,-75.75626498,39.97487056
Centre,2020-07-21T00:00:00Z,4,5.4,300,2.5,3.3,184.7,0,0,9,162385,0,0,5.54,-77.82500112,40.9193135
Bucks,2020-07-21T00:00:00Z,44,47.9,6409,7,7.6,1020.1,0,0.1,585,628270,0,0.02,93.11,-75.11291241,40.33501133
Forest,2020-07-21T00:00:00Z,0,0,7,0,0,96.6,0,0,0,7247,0,0,0,-79.23780995,41.51357876
Armstrong,2020-07-21T00:00:00Z,7,4.9,129,10.8,7.5,199.3,0,0,6,64735,0,0,9.27,-79.47316899,40.81509526
Cumberland,2020-07-21T00:00:00Z,13,11.6,1041,5.1,4.6,410.9,0,0.3,70,253370,0,0.11,27.63,-77.26866271,40.16759839
Elk,2020-07-21T00:00:00Z,0,1,38,0,3.3,127,0,0,2,29910,0,0,6.69,-78.64947713,41.42819416
Cameron,2020-07-21T00:00:00Z,0,0,5,0,0,112.4,0,0,0,4447,0,0,0,-78.20916932,41.43880265
Bedford,2020-07-21T00:00:00Z,2,2.1,110,4.2,4.5,229.7,0,0,4,47888,0,0,8.35,-78.49116474,40.00737536
Erie,2020-07-21T00:00:00Z,12,9,818,4.4,3.3,303.3,0,0,14,269728,0,0,5.19,-80.0407591,41.99413787
Cambria,2020-07-21T00:00:00Z,2,5.9,178,1.5,4.5,136.7,0,0,3,130192,0,0,2.3,-78.71894174,40.49127491
Clearfield,2020-07-21T00:00:00Z,1,1.1,101,1.3,1.4,127.4,0,0,0,79255,0,0,0,-78.47558343,41.000429
Montgomery,2020-07-21T00:00:00Z,57,43.7,9250,6.9,5.3,1113.2,1,0.7,861,830915,0.12,0.09,103.62,-75.37252001,40.20989874
Monroe,2020-07-21T00:00:00Z,4,7.6,1511,2.3,4.4,887.4,0,0.6,126,170271,0,0.34,74,-75.34083603,41.06091787
Indiana,2020-07-21T00:00:00Z,3,1.4,181,3.6,1.7,215.3,0,0,6,84073,0,0,7.14,-79.09333493,40.65295497
Greene,2020-07-21T00:00:00Z,1,2.7,91,2.8,7.5,251.2,0,0,0,36233,0,0,0,-80.22943817,39.85480393
Luzerne,2020-07-21T00:00:00Z,5,8,3064,1.6,2.5,965.3,0,0.3,185,317417,0,0.09,58.28,-75.9919961,41.17836439
Lawrence,2020-07-21T00:00:00Z,14,7,254,16.4,8.2,297,0,0.3,11,85512,0,0.33,12.86,-80.33754114,40.99325035
Mifflin,2020-07-21T00:00:00Z,0,1.1,83,0,2.5,179.9,0,0,1,46138,0,0,2.17,-77.62003089,40.61274928
Lebanon,2020-07-21T00:00:00Z,9,5.9,1523,6.3,4.1,1074.1,0,0.3,54,141793,0,0.2,38.08,-76.46182575,40.367597
Fulton,2020-07-21T00:00:00Z,0,0,19,0,0,130.8,0,0.1,2,14530,0,0.98,13.76,-78.11485045,39.92487511
Lancaster,2020-07-21T00:00:00Z,47,36.4,5162,8.6,6.7,945.9,2,1,403,545724,0.37,0.18,73.85,-76.25138768,40.04590796
Perry,2020-07-21T00:00:00Z,1,0.3,98,2.2,0.6,211.8,0,0,5,46272,0,0,10.81,-77.25907385,40.40415317
Mercer,2020-07-21T00:00:00Z,19,10.6,275,17.4,9.7,251.3,0,0.3,10,109424,0,0.26,9.14,-80.26009411,41.30237777
Northumberland,2020-07-21T00:00:00Z,3,2.4,366,3.3,2.7,402.9,1,0.3,12,90843,1.1,0.31,13.21,-76.71188423,40.85150926
Lycoming,2020-07-21T00:00:00Z,3,3.7,279,2.6,3.3,246.3,0,0,21,113299,0,0,18.54,-77.06942457,41.34459792
Philadelphia,2020-07-21T00:00:00Z,108,142.1,28721,6.8,9,1813.1,1,1.4,1732,1584064,0.06,0.09,109.34,-75.140236,40.00444354
Montour,2020-07-21T00:00:00Z,0,0.7,85,0,3.9,466.3,0,0.1,3,18230,0,0.78,16.46,-76.66470527,41.02801824
Lehigh,2020-07-21T00:00:00Z,13,18.9,4580,3.5,5.1,1240.1,0,0.6,339,369318,0,0.15,91.79,-75.60099481,40.61464794
Juniata,2020-07-21T00:00:00Z,0,0.6,121,0,2.3,488.6,0,0,6,24763,0,0,24.23,-77.405775,40.53433008
Potter,2020-07-21T00:00:00Z,1,0.1,20,6.1,0.9,121,0,0,0,16526,0,0,0,-77.89879229,41.74420644
Huntingdon,2020-07-21T00:00:00Z,1,1.3,271,2.2,2.8,600.3,0,0,4,45144,0,0,8.86,-77.9827661,40.416105
Pike,2020-07-21T00:00:00Z,2,1.3,508,3.6,2.3,910.2,0,0,21,55809,0,0,37.63,-75.03270924,41.332572
Jefferson,2020-07-21T00:00:00Z,0,1,48,0,2.3,110.5,0,0,1,43425,0,0,2.3,-79.00101814,41.13139091
Lackawanna,2020-07-21T00:00:00Z,4,7.9,1802,1.9,3.7,859.4,0,0,212,209674,0,0,101.11,-75.61218345,41.43910064
Schuylkill,2020-07-21T00:00:00Z,0,6,822,0,4.2,581.5,0,0.1,51,141359,0,0.1,36.08,-76.22332385,40.70751243
Northampton,2020-07-21T00:00:00Z,13,12.6,3636,4.3,4.1,1191,1,0.3,296,305285,0.33,0.09,96.96,-75.31263726,40.7545954
Susquehanna,2020-07-21T00:00:00Z,1,0.9,196,2.5,2.1,486,0,0,26,40328,0,0,64.47,-75.80250303,41.8205686
Warren,2020-07-21T00:00:00Z,0,0.3,13,0,0.7,33.2,0,0,1,39191,0,0,2.55,-79.27858158,41.81675237
Wayne,2020-07-21T00:00:00Z,4,1.6,149,7.8,3.1,290.1,0,0,9,51361,0,0,17.52,-75.3051535,41.64969805
Tioga,2020-07-21T00:00:00Z,0,0.3,33,0,0.7,81.3,0,0,2,40591,0,0,4.93,-77.25788076,41.77333834
Washington,2020-07-21T00:00:00Z,12,16.7,605,5.8,8.1,292.5,0,0.1,10,206865,0,0.07,4.83,-80.25180083,40.19109663
Union,2020-07-21T00:00:00Z,1,0.7,113,2.2,1.6,251.5,0,0,2,44923,0,0,4.45,-77.06415803,40.96473131
Somerset,2020-07-21T00:00:00Z,2,2.1,101,2.7,2.9,137.5,1,0.1,2,73447,1.36,0.19,2.72,-79.03100206,39.97146299
York,2020-07-21T00:00:00Z,13,22.1,2070,2.9,4.9,461,1,1.3,82,449058,0.22,0.29,18.26,-76.72576052,39.92192531
Wyoming,2020-07-21T00:00:00Z,1,0.7,54,3.7,2.7,201.5,1,0.1,8,26794,3.73,0.53,29.86,-76.01813003,41.51892488
Snyder,2020-07-21T00:00:00Z,3,1.6,86,7.4,3.9,213,0,0,2,40372,0,0,4.95,-77.07255968,40.77113737
Sullivan,2020-07-21T00:00:00Z,0,0,10,0,0,164.9,0,0,0,6066,0,0,0,-76.5147922,41.4480994
Westmoreland,2020-07-21T00:00:00Z,25,24.6,1231,7.2,7,352.8,0,0.4,44,348899,0,0.12,12.61,-79.47134118,40.310315
Venango,2020-07-21T00:00:00Z,0,0.6,53,0,1.1,104.6,0,0,0,50668,0,0,0,-79.76286561,41.40341259
McKean,2020-07-22T00:00:00Z,0,0.6,23,0,1.4,56.6,0,0,1,40625,0,0,2.46,-78.5712202,41.81037074
Armstrong,2020-07-22T00:00:00Z,5,5.3,134,7.7,8.2,207,0,0,6,64735,0,0,9.27,-79.47316899,40.81509526
Bedford,2020-07-22T00:00:00Z,1,2.1,111,2.1,4.5,231.8,0,0,4,47888,0,0,8.35,-78.49116474,40.00737536
Clearfield,2020-07-22T00:00:00Z,2,1.4,103,2.5,1.8,130,0,0,0,79255,0,0,0,-78.47558343,41.000429
Beaver,2020-07-22T00:00:00Z,16,23.1,1052,9.8,14.1,641.7,1,0.3,85,163929,0.61,0.17,51.85,-80.35107356,40.68349245
Carbon,2020-07-22T00:00:00Z,1,3.9,335,1.6,6,522,0,0,28,64182,0,0,43.63,-75.71107039,40.91936701
Erie,2020-07-22T00:00:00Z,3,8,821,1.1,3,304.4,0,0,14,269728,0,0,5.19,-80.0407591,41.99413787
Clarion,2020-07-22T00:00:00Z,1,0.6,71,2.6,1.5,184.7,0,0,2,38438,0,0,5.2,-79.42483608,41.19279129
Cambria,2020-07-22T00:00:00Z,12,6.3,190,9.2,4.8,145.9,0,0,3,130192,0,0,2.3,-78.71894174,40.49127491
Centre,2020-07-22T00:00:00Z,5,6,305,3.1,3.7,187.8,0,0,9,162385,0,0,5.54,-77.82500112,40.9193135
Dauphin,2020-07-22T00:00:00Z,15,19.6,2463,5.4,7,885,0,0.3,156,278299,0,0.1,56.05,-76.77960568,40.41974636
Cameron,2020-07-22T00:00:00Z,0,0,5,0,0,112.4,0,0,0,4447,0,0,0,-78.20916932,41.43880265
Crawford,2020-07-22T00:00:00Z,1,1.4,115,1.2,1.7,135.9,0,0,1,84629,0,0,1.18,-80.11321083,41.68546907
Blair,2020-07-22T00:00:00Z,0,5.9,152,0,4.8,124.8,1,0.3,3,121829,0.82,0.23,2.46,-78.34907687,40.48555024
Delaware,2020-07-22T00:00:00Z,44,50.3,7963,7.8,8.9,1405,1,0.7,706,566747,0.18,0.13,124.57,-75.40627712,39.91657867
Allegheny,2020-07-22T00:00:00Z,158,154.9,6821,13,12.7,560.9,1,1.6,226,1216045,0.08,0.13,18.58,-79.98619843,40.46735543
Berks,2020-07-22T00:00:00Z,32,24.4,4921,7.6,5.8,1168.4,0,0.4,368,421164,0,0.1,87.38,-75.93077327,40.41939635
Bradford,2020-07-22T00:00:00Z,2,1.4,70,3.3,2.4,116,0,0,3,60323,0,0,4.97,-76.51825624,41.79117814
Butler,2020-07-22T00:00:00Z,9,9.7,511,4.8,5.2,272,0,0,14,187853,0,0,7.45,-79.91711779,40.91083185
Clinton,2020-07-22T00:00:00Z,0,0.6,104,0,1.5,269.2,0,0,5,38632,0,0,12.94,-77.642837599999993,41.23286274
Chester,2020-07-22T00:00:00Z,53,47.3,4373,10.1,9,833,1,0.7,349,524989,0.19,0.14,66.48,-75.75626498,39.97487056
Bucks,2020-07-22T00:00:00Z,19,45,6428,3,7.2,1023.1,1,0.1,586,628270,0.16,0.02,93.27,-75.11291241,40.33501133
Forest,2020-07-22T00:00:00Z,0,0,7,0,0,96.6,0,0,0,7247,0,0,0,-79.23780995,41.51357876
Cumberland,2020-07-22T00:00:00Z,6,11.6,1047,2.4,4.6,413.2,0,0.3,70,253370,0,0.11,27.63,-77.26866271,40.16759839
Fayette,2020-07-22T00:00:00Z,6,10.9,298,4.6,8.4,230.5,0,0,4,129274,0,0,3.09,-79.65189635,39.9194478
Franklin,2020-07-22T00:00:00Z,38,16.4,1157,24.5,10.6,746.3,0,0,47,155027,0,0,30.32,-77.72398845,39.92786197
Columbia,2020-07-22T00:00:00Z,5,2.4,446,7.7,3.7,686.5,0,0,35,64964,0,0,53.88,-76.4100218,41.04912086
Adams,2020-07-22T00:00:00Z,13,4.1,439,12.6,4,426.2,0,0.3,17,103009,0,0.28,16.5,-77.22224271,39.87209565
Elk,2020-07-22T00:00:00Z,0,0.9,38,0,2.9,127,0,0,2,29910,0,0,6.69,-78.64947713,41.42819416
Lackawanna,2020-07-22T00:00:00Z,8,8,1810,3.8,3.8,863.2,0,0,212,209674,0,0,101.11,-75.61218345,41.43910064
Fulton,2020-07-22T00:00:00Z,1,0.1,20,6.9,1,137.6,0,0.1,2,14530,0,0.98,13.76,-78.11485045,39.92487511
Jefferson,2020-07-22T00:00:00Z,0,1,48,0,2.3,110.5,0,0,1,43425,0,0,2.3,-79.00101814,41.13139091
Montgomery,2020-07-22T00:00:00Z,34,44.1,9284,4.1,5.3,1117.3,0,0.7,861,830915,0,0.09,103.62,-75.37252001,40.20989874
Montour,2020-07-22T00:00:00Z,0,0.6,85,0,3.1,466.3,0,0.1,3,18230,0,0.78,16.46,-76.66470527,41.02801824
Lycoming,2020-07-22T00:00:00Z,3,3.1,282,2.6,2.8,248.9,0,0,21,113299,0,0,18.54,-77.06942457,41.34459792
Schuylkill,2020-07-22T00:00:00Z,2,5.3,824,1.4,3.7,582.9,0,0.1,51,141359,0,0.1,36.08,-76.22332385,40.70751243
Potter,2020-07-22T00:00:00Z,0,0.1,20,0,0.9,121,0,0,0,16526,0,0,0,-77.89879229,41.74420644
Lawrence,2020-07-22T00:00:00Z,6,7.6,260,7,8.9,304.1,0,0.3,11,85512,0,0.33,12.86,-80.33754114,40.99325035
Philadelphia,2020-07-22T00:00:00Z,210,151.9,28931,13.3,9.6,1826.4,3,1.6,1735,1584064,0.19,0.1,109.53,-75.140236,40.00444354
Northampton,2020-07-22T00:00:00Z,19,12.4,3655,6.2,4.1,1197.2,0,0.3,296,305285,0,0.09,96.96,-75.31263726,40.7545954
Perry,2020-07-22T00:00:00Z,3,0.7,101,6.5,1.5,218.3,0,0,5,46272,0,0,10.81,-77.25907385,40.40415317
Northumberland,2020-07-22T00:00:00Z,4,2.4,370,4.4,2.7,407.3,1,0.3,13,90843,1.1,0.31,14.31,-76.71188423,40.85150926
Lehigh,2020-07-22T00:00:00Z,10,16.3,4590,2.7,4.4,1242.8,0,0.3,339,369318,0,0.08,91.79,-75.60099481,40.61464794
Lebanon,2020-07-22T00:00:00Z,12,6.9,1535,8.5,4.8,1082.6,0,0.3,54,141793,0,0.2,38.08,-76.46182575,40.367597
Mercer,2020-07-22T00:00:00Z,5,10.6,280,4.6,9.7,255.9,0,0.3,10,109424,0,0.26,9.14,-80.26009411,41.30237777
Lancaster,2020-07-22T00:00:00Z,38,36.6,5200,7,6.7,952.9,1,1.1,404,545724,0.18,0.21,74.03,-76.25138768,40.04590796
Greene,2020-07-22T00:00:00Z,2,2.4,93,5.5,6.7,256.7,0,0,0,36233,0,0,0,-80.22943817,39.85480393
Pike,2020-07-22T00:00:00Z,0,1.1,508,0,2,910.2,0,0,21,55809,0,0,37.63,-75.03270924,41.332572
Huntingdon,2020-07-22T00:00:00Z,1,1.4,272,2.2,3.2,602.5,0,0,4,45144,0,0,8.86,-77.9827661,40.416105
Monroe,2020-07-22T00:00:00Z,2,7,1513,1.2,4.1,888.6,0,0.3,126,170271,0,0.17,74,-75.34083603,41.06091787
Mifflin,2020-07-22T00:00:00Z,3,1.3,86,6.5,2.8,186.4,0,0,1,46138,0,0,2.17,-77.62003089,40.61274928
Luzerne,2020-07-22T00:00:00Z,7,7.4,3071,2.2,2.3,967.5,0,0.1,185,317417,0,0.05,58.28,-75.9919961,41.17836439
Juniata,2020-07-22T00:00:00Z,1,0.7,122,4,2.9,492.7,0,0,6,24763,0,0,24.23,-77.405775,40.53433008
Indiana,2020-07-22T00:00:00Z,1,1.6,182,1.2,1.9,216.5,0,0,6,84073,0,0,7.14,-79.09333493,40.65295497
Wayne,2020-07-22T00:00:00Z,4,2,153,7.8,3.9,297.9,0,0,9,51361,0,0,17.52,-75.3051535,41.64969805
Venango,2020-07-22T00:00:00Z,0,0.6,53,0,1.1,104.6,0,0,0,50668,0,0,0,-79.76286561,41.40341259
Somerset,2020-07-22T00:00:00Z,4,2.4,105,5.4,3.3,143,0,0.1,2,73447,0,0.19,2.72,-79.03100206,39.97146299
York,2020-07-22T00:00:00Z,35,22.3,2105,7.8,5,468.8,2,1.1,84,449058,0.45,0.25,18.71,-76.72576052,39.92192531
Union,2020-07-22T00:00:00Z,1,0.9,114,2.2,1.9,253.8,0,0,2,44923,0,0,4.45,-77.06415803,40.96473131
Tioga,2020-07-22T00:00:00Z,0,0.1,33,0,0.4,81.3,0,0,2,40591,0,0,4.93,-77.25788076,41.77333834
Washington,2020-07-22T00:00:00Z,10,14.7,615,4.8,7.1,297.3,0,0,10,206865,0,0,4.83,-80.25180083,40.19109663
Sullivan,2020-07-22T00:00:00Z,0,0,10,0,0,164.9,0,0,0,6066,0,0,0,-76.5147922,41.4480994
Snyder,2020-07-22T00:00:00Z,0,1.6,86,0,3.9,213,0,0,2,40372,0,0,4.95,-77.07255968,40.77113737
Warren,2020-07-22T00:00:00Z,0,0.3,13,0,0.7,33.2,0,0,1,39191,0,0,2.55,-79.27858158,41.81675237
Susquehanna,2020-07-22T00:00:00Z,1,1,197,2.5,2.5,488.5,0,0,26,40328,0,0,64.47,-75.80250303,41.8205686
Westmoreland,2020-07-22T00:00:00Z,25,22.3,1256,7.2,6.4,360,0,0.4,44,348899,0,0.12,12.61,-79.47134118,40.310315
Wyoming,2020-07-22T00:00:00Z,2,1,56,7.5,3.7,209,0,0.1,8,26794,0,0.53,29.86,-76.01813003,41.51892488
McKean,2020-07-23T00:00:00Z,0,0.6,23,0,1.4,56.6,0,0,1,40625,0,0,2.46,-78.5712202,41.81037074
Dauphin,2020-07-23T00:00:00Z,25,19.7,2488,9,7.1,894,1,0.4,157,278299,0.36,0.15,56.41,-76.77960568,40.41974636
Cambria,2020-07-23T00:00:00Z,14,6.9,204,10.8,5.3,156.7,0,0,3,130192,0,0,2.3,-78.71894174,40.49127491
Blair,2020-07-23T00:00:00Z,7,5.7,159,5.7,4.7,130.5,0,0.3,3,121829,0,0.23,2.46,-78.34907687,40.48555024
Allegheny,2020-07-23T00:00:00Z,184,148.4,7005,15.1,12.2,576,2,1.4,228,1216045,0.16,0.12,18.75,-79.98619843,40.46735543
Elk,2020-07-23T00:00:00Z,0,0.3,38,0,1,127,0,0,2,29910,0,0,6.69,-78.64947713,41.42819416
Crawford,2020-07-23T00:00:00Z,3,1.7,118,3.5,2,139.4,0,0,1,84629,0,0,1.18,-80.11321083,41.68546907
Cumberland,2020-07-23T00:00:00Z,25,13.4,1072,9.9,5.3,423.1,0,0.3,70,253370,0,0.11,27.63,-77.26866271,40.16759839
Franklin,2020-07-23T00:00:00Z,27,19.1,1184,17.4,12.3,763.7,0,0,47,155027,0,0,30.32,-77.72398845,39.92786197
Chester,2020-07-23T00:00:00Z,62,46.6,4435,11.8,8.9,844.8,0,0.7,349,524989,0,0.14,66.48,-75.75626498,39.97487056
Bradford,2020-07-23T00:00:00Z,1,1.6,71,1.7,2.6,117.7,0,0,3,60323,0,0,4.97,-76.51825624,41.79117814
Forest,2020-07-23T00:00:00Z,0,0,7,0,0,96.6,0,0,0,7247,0,0,0,-79.23780995,41.51357876
Beaver,2020-07-23T00:00:00Z,30,23.1,1082,18.3,14.1,660,1,0.4,86,163929,0.61,0.26,52.46,-80.35107356,40.68349245
Bedford,2020-07-23T00:00:00Z,2,1.9,113,4.2,3.9,236,0,0,4,47888,0,0,8.35,-78.49116474,40.00737536
Butler,2020-07-23T00:00:00Z,15,10.3,526,8,5.5,280,0,0,14,187853,0,0,7.45,-79.91711779,40.91083185
Armstrong,2020-07-23T00:00:00Z,4,5.9,138,6.2,9,213.2,0,0,6,64735,0,0,9.27,-79.47316899,40.81509526
Clearfield,2020-07-23T00:00:00Z,3,1.6,106,3.8,2,133.7,0,0,0,79255,0,0,0,-78.47558343,41.000429
Carbon,2020-07-23T00:00:00Z,6,4,341,9.3,6.2,531.3,0,0,28,64182,0,0,43.63,-75.71107039,40.91936701
Erie,2020-07-23T00:00:00Z,22,10.1,843,8.2,3.8,312.5,1,0.1,15,269728,0.37,0.05,5.56,-80.0407591,41.99413787
Clarion,2020-07-23T00:00:00Z,0,0.6,71,0,1.5,184.7,0,0,2,38438,0,0,5.2,-79.42483608,41.19279129
Adams,2020-07-23T00:00:00Z,3,4.4,442,2.9,4.3,429.1,1,0.4,18,103009,0.97,0.42,17.47,-77.22224271,39.87209565
Columbia,2020-07-23T00:00:00Z,2,2.6,448,3.1,4,689.6,0,0,35,64964,0,0,53.88,-76.4100218,41.04912086
Cameron,2020-07-23T00:00:00Z,0,0,5,0,0,112.4,0,0,0,4447,0,0,0,-78.20916932,41.43880265
Bucks,2020-07-23T00:00:00Z,76,47.9,6504,12.1,7.6,1035.2,1,0.3,587,628270,0.16,0.05,93.43,-75.11291241,40.33501133
Delaware,2020-07-23T00:00:00Z,99,55,8062,17.5,9.7,1422.5,1,0.9,707,566747,0.18,0.15,124.75,-75.40627712,39.91657867
Berks,2020-07-23T00:00:00Z,57,29.7,4978,13.5,7.1,1182,1,0.6,369,421164,0.24,0.14,87.61,-75.93077327,40.41939635
Clinton,2020-07-23T00:00:00Z,2,0.9,106,5.2,2.2,274.4,0,0,5,38632,0,0,12.94,-77.642837599999993,41.23286274
Fayette,2020-07-23T00:00:00Z,7,10,305,5.4,7.7,235.9,0,0,4,129274,0,0,3.09,-79.65189635,39.9194478
Centre,2020-07-23T00:00:00Z,3,5.4,308,1.8,3.3,189.7,1,0.1,10,162385,0.62,0.09,6.16,-77.82500112,40.9193135
Schuylkill,2020-07-23T00:00:00Z,5,5.6,829,3.5,3.9,586.5,0,0,51,141359,0,0,36.08,-76.22332385,40.70751243
Lycoming,2020-07-23T00:00:00Z,6,3.6,288,5.3,3.2,254.2,0,0,21,113299,0,0,18.54,-77.06942457,41.34459792
Montour,2020-07-23T00:00:00Z,1,0.4,86,5.5,2.4,471.7,0,0.1,3,18230,0,0.78,16.46,-76.66470527,41.02801824
Lackawanna,2020-07-23T00:00:00Z,10,7.9,1820,4.8,3.7,868,0,0,212,209674,0,0,101.11,-75.61218345,41.43910064
Juniata,2020-07-23T00:00:00Z,1,0.7,123,4,2.9,496.7,0,0,6,24763,0,0,24.23,-77.405775,40.53433008
Lebanon,2020-07-23T00:00:00Z,3,6.9,1538,2.1,4.8,1084.7,0,0.3,54,141793,0,0.2,38.08,-76.46182575,40.367597
Pike,2020-07-23T00:00:00Z,2,1.4,510,3.6,2.6,913.8,0,0,21,55809,0,0,37.63,-75.03270924,41.332572
Jefferson,2020-07-23T00:00:00Z,0,1,48,0,2.3,110.5,0,0,1,43425,0,0,2.3,-79.00101814,41.13139091
Montgomery,2020-07-23T00:00:00Z,70,45.6,9354,8.4,5.5,1125.7,0,0.6,861,830915,0,0.07,103.62,-75.37252001,40.20989874
Huntingdon,2020-07-23T00:00:00Z,3,1.4,275,6.6,3.2,609.2,0,0,4,45144,0,0,8.86,-77.9827661,40.416105
Greene,2020-07-23T00:00:00Z,1,2.3,94,2.8,6.3,259.4,0,0,0,36233,0,0,0,-80.22943817,39.85480393
Monroe,2020-07-23T00:00:00Z,4,7.3,1517,2.3,4.3,890.9,1,0.1,127,170271,0.59,0.08,74.59,-75.34083603,41.06091787
Mifflin,2020-07-23T00:00:00Z,4,1.4,90,8.7,3.1,195.1,0,0,1,46138,0,0,2.17,-77.62003089,40.61274928
Luzerne,2020-07-23T00:00:00Z,16,9,3087,5,2.8,972.5,0,0,185,317417,0,0,58.28,-75.9919961,41.17836439
Potter,2020-07-23T00:00:00Z,0,0.1,20,0,0.9,121,0,0,0,16526,0,0,0,-77.89879229,41.74420644
Philadelphia,2020-07-23T00:00:00Z,227,159.4,29158,14.3,10.1,1840.7,1,1.7,1736,1584064,0.06,0.11,109.59,-75.140236,40.00444354
Northampton,2020-07-23T00:00:00Z,14,13,3669,4.6,4.3,1201.8,0,0.1,296,305285,0,0.05,96.96,-75.31263726,40.7545954
Indiana,2020-07-23T00:00:00Z,7,2.3,189,8.3,2.7,224.8,0,0,6,84073,0,0,7.14,-79.09333493,40.65295497
Lawrence,2020-07-23T00:00:00Z,11,7.3,271,12.9,8.5,316.9,0,0.3,11,85512,0,0.33,12.86,-80.33754114,40.99325035
Lehigh,2020-07-23T00:00:00Z,20,15.7,4610,5.4,4.3,1248.2,0,0.3,339,369318,0,0.08,91.79,-75.60099481,40.61464794
Perry,2020-07-23T00:00:00Z,4,1.3,105,8.6,2.8,226.9,0,0,5,46272,0,0,10.81,-77.25907385,40.40415317
Fulton,2020-07-23T00:00:00Z,0,0.1,20,0,1,137.6,0,0.1,2,14530,0,0.98,13.76,-78.11485045,39.92487511
Lancaster,2020-07-23T00:00:00Z,26,35.3,5226,4.8,6.5,957.6,1,1.1,405,545724,0.18,0.21,74.21,-76.25138768,40.04590796
Northumberland,2020-07-23T00:00:00Z,6,2.6,376,6.6,2.8,413.9,0,0.3,13,90843,0,0.31,14.31,-76.71188423,40.85150926
Mercer,2020-07-23T00:00:00Z,6,10,286,5.5,9.1,261.4,0,0.1,10,109424,0,0.13,9.14,-80.26009411,41.30237777
Somerset,2020-07-23T00:00:00Z,1,2.1,106,1.4,2.9,144.3,0,0.1,2,73447,0,0.19,2.72,-79.03100206,39.97146299
York,2020-07-23T00:00:00Z,20,22.6,2125,4.5,5,473.2,1,1.1,85,449058,0.22,0.25,18.93,-76.72576052,39.92192531
Westmoreland,2020-07-23T00:00:00Z,15,19.9,1271,4.3,5.7,364.3,0,0.3,44,348899,0,0.08,12.61,-79.47134118,40.310315
Wyoming,2020-07-23T00:00:00Z,1,1,57,3.7,3.7,212.7,0,0.1,8,26794,0,0.53,29.86,-76.01813003,41.51892488
Wayne,2020-07-23T00:00:00Z,0,1.4,153,0,2.8,297.9,0,0,9,51361,0,0,17.52,-75.3051535,41.64969805
Tioga,2020-07-23T00:00:00Z,1,0.3,34,2.5,0.7,83.8,0,0,2,40591,0,0,4.93,-77.25788076,41.77333834
Warren,2020-07-23T00:00:00Z,0,0.3,13,0,0.7,33.2,0,0,1,39191,0,0,2.55,-79.27858158,41.81675237
Union,2020-07-23T00:00:00Z,1,0.9,115,2.2,1.9,256,0,0,2,44923,0,0,4.45,-77.06415803,40.96473131
Susquehanna,2020-07-23T00:00:00Z,0,1,197,0,2.5,488.5,0,0,26,40328,0,0,64.47,-75.80250303,41.8205686
Washington,2020-07-23T00:00:00Z,24,15.6,639,11.6,7.5,308.9,1,0.1,11,206865,0.48,0.07,5.32,-80.25180083,40.19109663
Venango,2020-07-23T00:00:00Z,0,0.3,53,0,0.6,104.6,0,0,0,50668,0,0,0,-79.76286561,41.40341259
Sullivan,2020-07-23T00:00:00Z,0,0,10,0,0,164.9,0,0,0,6066,0,0,0,-76.5147922,41.4480994
Snyder,2020-07-23T00:00:00Z,2,1.7,88,5,4.2,218,0,0,2,40372,0,0,4.95,-77.07255968,40.77113737
